GPS,Latitude,Longitude,Speed,RPM,Date,Time
GPS2,48.783355,11.475929,1.275822,3495,14-4-2023,11:45:38
GPS2,48.783351,11.475943,1.378711,2745,14-4-2023,11:45:39
GPS3,48.783386,11.475971,1.455878,2745,14-4-2023,11:45:35
GPS1,48.783370,11.476053,1.466166,2745,14-4-2023,11:45:35
GPS2,48.783351,11.475943,1.378711,2745,14-4-2023,11:45:39
GPS3,48.783386,11.475971,1.455878,2745,14-4-2023,11:45:35
GPS3,48.783382,11.475991,1.713100,3165,14-4-2023,11:45:36
GPS2,48.783344,11.475962,1.620500,3165,14-4-2023,11:45:40
GPS1,48.783363,11.476072,1.306689,3165,14-4-2023,11:45:36
GPS3,48.783382,11.475991,1.713100,3165,14-4-2023,11:45:36
GPS2,48.783344,11.475962,1.620500,3165,14-4-2023,11:45:40
GPS1,48.783363,11.476072,1.306689,3165,14-4-2023,11:45:36
GPS3,48.783374,11.476013,1.733678,5040,14-4-2023,11:45:37
GPS2,48.783340,11.475981,1.527900,5040,14-4-2023,11:45:41
GPS1,48.783355,11.476094,1.641078,5040,14-4-2023,11:45:37
GPS3,48.783374,11.476013,1.733678,5040,14-4-2023,11:45:37
GPS2,48.783340,11.475981,1.527900,5040,14-4-2023,11:45:41
GPS1,48.783355,11.476094,1.641078,5040,14-4-2023,11:45:37
GPS2,48.783336,11.476003,1.666800,3270,14-4-2023,11:45:42
GPS3,48.783370,11.476035,1.687378,3270,14-4-2023,11:45:38
GPS1,48.783351,11.476112,1.208944,3270,14-4-2023,11:45:38
GPS2,48.783336,11.476003,1.666800,3270,14-4-2023,11:45:42
GPS3,48.783370,11.476035,1.687378,3270,14-4-2023,11:45:38
GPS1,48.783351,11.476112,1.208944,3270,14-4-2023,11:45:38
GPS3,48.783370,11.476035,1.687378,3270,14-4-2023,11:45:38
GPS2,48.783329,11.476022,1.800555,3585,14-4-2023,11:45:43
GPS3,48.783363,11.476058,1.846856,3585,14-4-2023,11:45:39
GPS1,48.783344,11.476131,1.908589,3585,14-4-2023,11:45:39
GPS2,48.783329,11.476022,1.800555,3585,14-4-2023,11:45:43
GPS3,48.783363,11.476058,1.846856,3585,14-4-2023,11:45:39
GPS3,48.783355,11.476080,1.821133,2760,14-4-2023,11:45:40
GPS2,48.783317,11.476041,1.733678,2760,14-4-2023,11:45:44
GPS1,48.783340,11.476147,1.440444,2760,14-4-2023,11:45:40
GPS3,48.783355,11.476080,1.821133,2760,14-4-2023,11:45:40
GPS2,48.783317,11.476041,1.733678,2760,14-4-2023,11:45:44
GPS1,48.783340,11.476147,1.440444,2760,14-4-2023,11:45:40
GPS3,48.783348,11.476103,1.785122,3090,14-4-2023,11:45:41
GPS2,48.783313,11.476063,1.790266,3090,14-4-2023,11:45:45
GPS1,48.783336,11.476162,1.255244,3090,14-4-2023,11:45:41
GPS3,48.783348,11.476103,1.785122,3090,14-4-2023,11:45:41
GPS2,48.783313,11.476063,1.790266,3090,14-4-2023,11:45:45
GPS1,48.783336,11.476162,1.255244,3090,14-4-2023,11:45:41
GPS2,48.783306,11.476087,1.718244,2955,14-4-2023,11:45:46
GPS3,48.783344,11.476125,1.774833,2955,14-4-2023,11:45:42
GPS1,48.783329,11.476181,1.615355,2955,14-4-2023,11:45:42
GPS2,48.783306,11.476087,1.718244,2955,14-4-2023,11:45:46
GPS3,48.783344,11.476125,1.774833,2955,14-4-2023,11:45:42
GPS3,48.783336,11.476148,1.821133,3285,14-4-2023,11:45:43
GPS2,48.783294,11.476114,1.764544,3285,14-4-2023,11:45:47
GPS1,48.783325,11.476195,0.920855,3285,14-4-2023,11:45:43
GPS3,48.783336,11.476148,1.821133,3285,14-4-2023,11:45:43
